Track_ID,Artist_ID
6CKlQHQIxhWtq7MnEJ6QCz,5lwmRuXgjX8xIwlnauTZIP
0muI8DpTEpLqqibPm3sKYf,47bVt95bvBMpmJFWoyhH0C
1SaEt8dwTuLDzenUu5BqI6,1qto4hHid1P71emI6Fd8xi
1WbXIpiGBJkCiv3hn40iPB,5lwmRuXgjX8xIwlnauTZIP
1WbXIpiGBJkCiv3hn40iPB,1i8SpTcr7yvPOmcqrbnVXY
3mx8WfEOjeUB1a0fpFxQmi,3rs3EOlJ8jyPpdGiQ9Mhub
6BdAwMv1YorLfkBWlE493X,5lwmRuXgjX8xIwlnauTZIP
27ze5t5tIDPlVits0KRbxT,1qto4hHid1P71emI6Fd8xi
5I76YtdZkFQReVgKppRd78,1qto4hHid1P71emI6Fd8xi
0UuMzFglgjKnYuAmkICf1P,1qto4hHid1P71emI6Fd8xi
2kcc5humLS6PKOI9rwvXex,5lwmRuXgjX8xIwlnauTZIP
2kcc5humLS6PKOI9rwvXex,1YYp1qwJ7EAitFINQ7gOKV
